ConfName;Rank;Papers_1_Edition;Papers_2_Edition;Papers_3_Edition;Papers_4_Edition;Papers_5_Edition;Num_Papers;Authors_1_Edition;Authors_2_Edition;Authors_3_Edition;Authors_4_Edition;Authors_5_Edition;Num_Authors;Authors_per_paper_1_Edition;Authors_per_paper_2_Edition;Authors_per_paper_3_Edition;Authors_per_paper_4_Edition;Authors_per_paper_5_Edition;Authors_per_Paper;Papers_per_author_1_Edition;Papers_per_author_2_Edition;Papers_per_author_3_Edition;Papers_per_author_4_Edition;Papers_per_author_5_Edition;Papers_per_Author;Newcomers_rate_12_Edition;Newcomers_rate_23_Edition;Newcomers_rate_34_Edition;Newcomers_rate_45_Edition;Newcomers;Surviving_rate_12_Edition;Surviving_rate_23_Edition;Surviving_rate_34_Edition;Surviving_rate_45_Edition;Survivors;Newcomer_papers_rate_12_Edition;Newcomer_papers_rate_23_Edition;Newcomer_papers_rate_34_Edition;Newcomer_papers_rate_45_Edition;Newcomer_Papers;Community_papers_12_Edition;Community_papers_23_Edition;Community_papers_34_Edition;Community_papers_45_Edition;Community_Papers;AvgDegree_1_LastEdition;AvgDegree_2_LastEdition;AvgDegree_3_LastEdition;AvgDegree_4_LastEdition;AvgDegree_5_LastEdition;Avg_Degree;GraphDensity_1_LastEdition;GraphDensity_2_LastEdition;GraphDensity_3_LastEdition;GraphDensity_4_LastEdition;GraphDensity_5_LastEdition;Graph_Density;GraphModularity_1_LastEdition;GraphModularity_2_LastEdition;GraphModularity_3_LastEdition;GraphModularity_4_LastEdition;GraphModularity_5_LastEdition;Graph_Modularity;ConnectedComponents_1_LastEdition;ConnectedComponents_2_LastEdition;ConnectedComponents_3_LastEdition;ConnectedComponents_4_LastEdition;ConnectedComponents_5_LastEdition;Connected_Components;AveragePathLength_1_LastEdition;AveragePathLength_2_LastEdition;AveragePathLength_3_LastEdition;AveragePathLength_4_LastEdition;AveragePathLength_5_LastEdition;Avg_Path_Length;ProminentFigures_1_LastEdition;ProminentFigures_2_LastEdition;ProminentFigures_3_LastEdition;ProminentFigures_4_LastEdition;ProminentFigures_5_LastEdition;Prominent_Figures;Community_Size
78-IEEE-Symposium-on-Security-and-Privacy;AA;44,000;38,000;40,000;34,000;34,000;38,000;172,000;160,000;155,000;132,000;115,000;146,800;4,159;4,342;4,000;4,176;3,765;4,088;1,064;1,031;1,032;1,076;1,113;1,063;70,930;71,875;74,839;81,061;74,676;15,116;18,125;14,194;18,939;16,594;38,636;36,842;50,000;52,941;44,605;4,545;5,263;12,500;5,882;7,048;3,884;4,138;3,961;4,833;3,983;4,977;0,023;0,026;0,026;0,037;0,035;0,009;35,000;35,000;36,000;28,000;27,000;79,000;35,000;35,000;36,000;27,000;27,000;72,000;1,338;1,043;1,055;1,555;1,231;4,501;0,000;0,000;0,000;0,000;0,000;2,087;575,000
83-Architectural-Support-for-Programming-Languages-and-Operating-Systems;AA;49,000;44,000;37,000;32,000;32,000;38,800;187,000;186,000;150,000;150,000;121,000;158,800;3,980;4,364;4,108;4,750;4,031;4,247;1,043;1,032;1,013;1,013;1,066;1,034;68,449;83,333;81,333;83,333;79,112;10,695;5,914;14,000;16,667;11,819;28,571;50,000;54,054;62,500;48,781;16,327;0,000;5,405;0,000;5,433;3,850;4,323;3,893;4,173;3,802;4,621;0,021;0,023;0,026;0,028;0,032;0,007;43,000;38,000;35,000;30,000;29,000;95,000;43,000;38,000;35,000;30,000;29,000;93,000;1,070;1,236;1,023;1,103;1,135;3,230;0,000;0,000;0,000;0,000;0,000;0,614;651,000
10-European-Conference-on-Object-Oriented-Programming;AB;27,000;29,000;30,000;26,000;24,000;27,200;89,000;104,000;87,000;80,000;72,000;86,400;3,407;3,862;3,100;3,269;3,125;3,353;1,034;1,077;1,069;1,063;1,042;1,057;69,663;79,808;81,609;97,500;82,145;7,865;13,462;6,897;2,500;7,681;33,333;51,724;70,000;96,154;62,803;3,704;13,793;3,333;0,000;5,208;3,101;4,038;2,575;2,825;2,722;3,454;0,035;0,039;0,030;0,036;0,038;0,009;24,000;24,000;27,000;23,000;22,000;82,000;24,000;24,000;27,000;23,000;22,000;81,000;1,225;1,125;1,059;1,105;1,148;2,045;0,000;0,000;0,000;0,000;0,000;0,546;366,000
11-European-Symposium-On-Research-In-Computer-Security;AB;58,000;43,000;50,000;36,000;42,000;45,800;190,000;156,000;168,000;117,000;128,000;151,800;3,724;3,744;3,400;3,250;3,167;3,457;1,137;1,032;1,012;1,000;1,039;1,044;71,053;69,872;82,143;88,889;77,989;6,316;16,667;10,119;11,111;11,053;43,103;44,186;66,000;69,444;55,683;6,897;13,953;4,000;5,556;7,601;3,579;3,474;3,155;2,803;2,609;3,629;0,019;0,022;0,019;0,024;0,021;0,006;42,000;39,000;48,000;36,000;37,000;121,000;41,000;38,000;48,000;36,000;37,000;119,000;2,101;1,326;1,064;1,000;1,187;2,285;0,000;0,000;0,000;0,000;0,000;0,651;614,000
12-International-Symposium-on-Software-Testing-and-Analysis;AB;36,000;32,000;31,000;35,000;23,000;31,400;126,000;111,000;103,000;91,000;67,000;99,600;3,722;3,563;3,677;2,800;3,348;3,422;1,064;1,027;1,107;1,077;1,149;1,085;71,429;72,072;82,524;84,615;77,660;16,667;18,919;13,592;15,385;16,141;41,667;43,750;54,839;62,857;50,778;8,333;9,375;3,226;8,571;7,376;3,603;3,117;3,553;2,264;3,075;3,754;0,029;0,028;0,035;0,025;0,047;0,009;28,000;30,000;25,000;29,000;16,000;67,000;28,000;30,000;22,000;29,000;16,000;63,000;1,257;1,108;2,115;1,176;1,415;4,490;0,000;0,000;0,000;0,000;0,000;1,754;399,000
13-Annual-Computer-Security-Applications-Conference;AB;48,000;36,000;45,000;42,000;41,000;42,400;169,000;119,000;171,000;132,000;145,000;147,200;3,771;3,444;4,089;3,452;3,707;3,693;1,071;1,042;1,076;1,099;1,048;1,067;78,107;78,992;84,795;90,152;83,011;7,101;13,445;7,602;9,848;9,499;39,583;55,556;60,000;69,048;56,047;2,083;0,000;0,000;2,381;1,116;3,361;3,244;3,953;3,333;3,503;3,950;0,020;0,027;0,023;0,025;0,024;0,006;39,000;32,000;36,000;33,000;36,000;109,000;39,000;32,000;36,000;33,000;36,000;107,000;1,174;1,181;1,237;1,563;1,106;3,984;0,000;0,000;0,000;0,000;0,000;0,945;635,000
14-IEEE-IFIP-Working-Conference-on-Software-Architecture;AB;19,000;33,000;22,000;19,000;28,000;24,200;63,000;81,000;70,000;45,000;94,000;70,600;3,316;2,636;3,227;2,579;3,500;3,052;1,000;1,074;1,014;1,089;1,043;1,044;73,016;81,481;87,143;86,667;82,077;15,873;7,407;7,143;13,333;10,939;31,579;48,485;63,636;73,684;54,346;5,263;6,061;0,000;5,263;4,147;2,984;2,296;2,771;2,400;3,702;3,314;0,048;0,029;0,040;0,055;0,040;0,011;19,000;28,000;21,000;16,000;25,000;68,000;19,000;28,000;21,000;16,000;25,000;68,000;1,000;1,131;1,058;1,342;1,147;1,958;0,000;0,000;0,000;0,000;0,000;0,327;306,000
15-IFIP-WG-11-3-Working-Conference-on-Data-and-Applications-Security-;AB;26,000;22,000;24,000;24,000;29,000;25,000;79,000;74,000;71,000;65,000;87,000;75,200;3,500;3,636;3,042;2,833;3,069;3,216;1,152;1,081;1,028;1,046;1,023;1,066;67,089;68,919;80,282;80,000;74,072;24,051;13,514;12,676;20,000;17,560;53,846;40,909;75,000;66,667;59,105;11,538;4,545;8,333;8,333;8,188;3,013;3,405;2,507;2,462;2,506;3,040;0,039;0,047;0,036;0,038;0,029;0,010;20,000;18,000;22,000;22,000;28,000;77,000;20,000;18,000;22,000;22,000;28,000;76,000;1,217;1,259;1,101;1,036;1,035;1,942;0,000;0,000;0,000;0,000;0,000;3,000;300,000
19-Automated-Software-Engineering-Conference;AB;82,000;73,000;23,000;43,000;40,000;52,200;303,000;256,000;80,000;127,000;127,000;178,600;3,793;3,836;3,696;3,186;3,325;3,567;1,026;1,094;1,063;1,079;1,047;1,062;73,927;79,688;77,500;90,551;80,417;18,482;7,422;13,750;9,449;12,276;50,000;45,205;43,478;81,395;55,020;8,537;4,110;4,348;4,651;5,411;3,716;3,492;3,325;3,150;3,071;3,913;0,012;0,014;0,042;0,025;0,024;0,005;75,000;56,000;19,000;36,000;35,000;135,000;75,000;56,000;19,000;36,000;35,000;131,000;1,065;1,314;1,222;1,145;1,239;2,786;0,000;0,000;0,000;0,000;0,000;0,956;732,000
20-IEEE-IFIP-International-Conference-on-Dependable-Systems;AB;82,000;57,000;51,000;52,000;65,000;61,400;304,000;210,000;172,000;177,000;222,000;217,000;4,037;3,772;3,510;3,692;3,615;3,725;1,089;1,024;1,041;1,085;1,059;1,059;80,592;73,333;84,884;79,661;79,618;8,882;12,381;6,977;20,339;12,145;47,561;42,105;66,667;59,615;53,987;2,439;5,263;5,882;11,538;6,281;3,776;3,305;3,093;3,469;3,189;3,841;0,012;0,016;0,018;0,020;0,014;0,004;66,000;52,000;44,000;43,000;59,000;164,000;66,000;52,000;44,000;43,000;59,000;163,000;1,237;1,141;1,217;1,159;1,048;2,212;0,000;0,000;0,000;0,000;0,000;1,101;908,000
27-International-Symposium-on-Memory-Management;AB;11,000;11,000;12,000;13,000;13,000;12,000;28,000;31,000;39,000;41,000;33,000;34,400;2,818;2,909;3,667;3,308;2,615;3,063;1,107;1,032;1,128;1,049;1,030;1,069;82,143;58,065;79,487;90,244;77,485;10,714;16,129;17,949;9,756;13,637;54,545;27,273;58,333;84,615;56,192;0,000;18,182;8,333;0,000;6,629;2,071;2,194;3,795;3,463;2,000;3,197;0,077;0,073;0,100;0,087;0,063;0,023;10,000;10,000;10,000;12,000;12,000;37,000;10,000;10,000;10,000;12,000;12,000;36,000;1,000;1,081;1,039;1,000;1,154;1,803;0,000;0,000;0,000;0,000;0,000;1,408;142,000
4-International-Symposium-on-Automated-Technology-for-Verification-and-Analysis;AB;29,000;37,000;30,000;39,000;31,000;33,200;101,000;111,000;94,000;118,000;84,000;101,600;3,552;3,216;3,300;3,180;2,774;3,204;1,020;1,072;1,053;1,051;1,024;1,044;66,337;66,667;68,085;86,441;71,882;17,822;18,018;25,532;13,559;18,733;41,379;29,730;46,667;71,795;47,393;6,897;13,514;13,333;5,128;9,718;3,505;2,757;2,957;3,017;2,357;3,488;0,035;0,025;0,032;0,026;0,028;0,009;27,000;30,000;25,000;35,000;29,000;77,000;27,000;30,000;25,000;35,000;29,000;74,000;1,048;1,227;1,187;1,068;1,108;2,583;0,000;0,000;0,000;0,000;0,000;1,023;391,000
46-IEEE-Computer-Security-Foundations-Symposium-;AB;29,000;19,000;25,000;21,000;23,000;23,400;97,000;61,000;71,000;58,000;58,000;69,000;3,552;3,263;3,040;2,905;2,696;3,091;1,062;1,016;1,070;1,052;1,069;1,054;61,856;67,213;70,423;79,310;69,700;13,402;19,672;9,859;20,690;15,906;37,931;31,579;48,000;57,143;43,663;6,897;10,526;12,000;9,524;9,737;3,237;2,721;2,648;2,379;2,310;3,302;0,034;0,045;0,038;0,042;0,041;0,013;25,000;18,000;21,000;19,000;19,000;55,000;25,000;18,000;21,000;19,000;19,000;48,000;1,360;1,024;1,401;1,152;1,256;4,646;0,000;0,000;0,000;0,000;0,000;1,176;255,000
47-International-Conference-on-Coordination-Models-and-Languages;AB;12,000;17,000;18,000;14,000;12,000;14,600;30,000;47,000;51,000;37,000;28,000;38,600;2,583;2,941;2,889;2,714;2,417;2,709;1,033;1,064;1,020;1,027;1,036;1,036;56,667;68,085;90,196;94,595;77,386;16,667;17,021;3,922;5,405;10,754;33,333;52,941;88,889;85,714;65,219;25,000;11,765;0,000;0,000;9,191;1,867;2,255;2,353;2,486;2,071;2,506;0,064;0,049;0,047;0,069;0,077;0,016;11,000;15,000;17,000;13,000;11,000;46,000;11,000;15,000;17,000;13,000;11,000;46,000;1,067;1,054;1,016;1,115;1,094;1,579;0,000;0,000;0,000;0,000;0,000;0,633;158,000
49-ACM-SIGSOFT-International-Symposium-on-the-Foundations-of-Software-Engineering;AB;31,000;30,000;25,000;23,000;21,000;26,000;83,000;82,000;72,000;46,000;55,000;67,600;3,226;3,100;3,360;2,391;2,952;3,006;1,205;1,134;1,167;1,196;1,127;1,166;39,759;52,439;76,389;78,261;61,712;36,145;29,268;16,667;21,739;25,955;9,677;13,333;48,000;52,174;30,796;32,258;26,667;24,000;17,391;25,079;3,205;3,073;3,444;2,000;3,127;4,180;0,039;0,038;0,049;0,044;0,058;0,019;22,000;22,000;18,000;16,000;16,000;32,000;22,000;22,000;17,000;16,000;15,000;26,000;1,199;1,197;1,577;1,302;1,789;3,872;0,000;0,000;0,000;0,000;0,000;4,955;222,000
50-International-Symposium-on-Software-Reliability-Engineering;AB;31,000;46,000;38,000;27,000;42,000;36,800;101,000;162,000;123,000;79,000;128,000;118,600;3,323;3,630;3,395;3,000;3,238;3,317;1,020;1,031;1,049;1,025;1,063;1,037;68,317;75,926;79,675;75,949;74,967;17,822;14,815;15,447;24,051;18,034;29,032;58,696;55,263;51,852;48,711;6,452;6,522;7,895;3,704;6,143;2,792;3,062;3,138;2,532;2,906;3,389;0,028;0,019;0,026;0,032;0,023;0,007;29,000;42,000;32,000;25,000;37,000;97,000;29,000;42,000;32,000;25,000;37,000;97,000;1,034;1,200;1,246;1,057;1,101;1,657;0,000;0,000;0,000;0,000;0,000;1,046;478,000
56-IEEE-International-Requirements-Engineering-Conference;AB;52,000;38,000;35,000;33,000;38,000;39,200;153,000;103,000;121,000;96,000;117,000;118,000;3,173;2,842;3,657;3,151;3,289;3,223;1,078;1,048;1,058;1,083;1,068;1,067;67,974;73,786;71,074;76,042;72,219;12,418;19,417;17,355;23,958;18,287;40,385;50,000;57,143;48,485;49,003;7,692;13,158;14,286;6,061;10,299;3,281;2,524;3,851;2,958;2,991;3,737;0,022;0,025;0,032;0,031;0,026;0,008;41,000;34,000;29,000;25,000;30,000;90,000;41,000;34,000;29,000;25,000;30,000;84,000;1,463;1,091;1,552;1,241;1,500;3,709;0,000;0,000;0,000;0,000;0,000;1,974;456,000
6-International-Symposium-on-Microarchitecture;AB;53,000;39,000;40,000;44,000;45,000;44,200;192,000;145,000;152,000;153,000;168,000;162,000;4,076;4,051;4,100;3,954;3,889;4,014;1,125;1,090;1,079;1,137;1,042;1,095;72,917;63,448;78,289;86,928;75,396;12,500;20,000;15,789;13,072;15,340;37,736;30,769;45,000;61,364;43,717;5,660;20,513;7,500;6,818;10,123;4,219;4,166;4,066;3,922;3,702;4,724;0,022;0,029;0,027;0,026;0,022;0,007;36,000;33,000;28,000;35,000;38,000;86,000;35,000;33,000;28,000;34,000;38,000;78,000;1,920;1,120;1,645;1,332;1,259;5,287;0,000;0,000;0,000;0,000;0,000;1,534;652,000
60-Eurosys-Conference;AB;27,000;28,000;27,000;24,000;27,000;26,600;130,000;123,000;116,000;98,000;112,000;115,800;5,037;4,607;4,370;4,125;4,259;4,480;1,046;1,049;1,017;1,010;1,027;1,030;86,154;85,366;77,586;91,837;85,236;0,769;8,943;15,517;8,163;8,348;55,556;60,714;55,556;79,167;62,748;0,000;0,000;3,704;0,000;0,926;4,923;4,602;4,328;3,673;4,411;4,861;0,038;0,038;0,038;0,038;0,040;0,010;24,000;23,000;25,000;23,000;24,000;80,000;24,000;23,000;25,000;23,000;24,000;78,000;1,118;1,266;1,035;1,022;1,160;2,049;0,000;0,000;0,000;0,000;0,000;0,196;509,000
61-Security-and-Privacy-for-Communication-Networks;AB;79,000;26,000;21,000;34,000;28,000;37,600;263,000;88,000;63,000;104,000;91,000;121,800;3,658;3,692;3,000;3,147;3,393;3,378;1,099;1,091;1,000;1,029;1,044;1,053;85,932;93,182;92,063;93,269;91,112;5,703;1,136;4,762;6,731;4,583;60,759;80,769;76,190;85,294;75,753;2,532;0,000;0,000;5,882;2,103;3,331;3,295;2,317;2,596;3,033;3,271;0,013;0,038;0,037;0,025;0,034;0,006;58,000;21,000;21,000;31,000;25,000;123,000;58,000;21,000;21,000;31,000;25,000;122,000;1,638;1,197;1,000;1,082;1,132;2,311;0,000;0,000;0,000;0,000;0,000;0,542;554,000
65-IFIP-Joint-International-Conference-on-Formal-Description-Techniques-and-Protocol-Specification-Testing-And-Verification;AB;18,000;21,000;23,000;32,000;39,000;26,600;61,000;55,000;66,000;87,000;94,000;72,600;3,500;2,714;2,957;2,813;2,410;2,879;1,033;1,036;1,030;1,035;1,000;1,027;91,803;69,091;78,788;91,954;82,909;6,557;20,000;13,636;8,046;12,060;77,778;47,619;65,217;84,375;68,747;0,000;14,286;0,000;6,250;5,134;3,049;2,109;2,333;2,529;1,787;2,531;0,051;0,039;0,036;0,029;0,019;0,008;17,000;19,000;22,000;30,000;39,000;98,000;17,000;19,000;22,000;30,000;39,000;98,000;1,011;1,111;1,013;1,060;1,000;1,396;0,000;0,000;0,000;0,000;0,000;0,000;320,000
66-International-Conference-on-Compiler-Construction;AB;15,000;13,000;12,000;15,000;17,000;14,400;51,000;39,000;46,000;37,000;45,000;43,600;3,400;3,000;3,833;2,600;2,647;3,096;1,000;1,000;1,000;1,054;1,000;1,011;94,118;84,615;86,957;78,378;86,017;0,000;2,564;10,870;21,622;8,764;80,000;84,615;75,000;60,000;74,904;0,000;0,000;0,000;13,333;3,333;2,902;2,718;3,870;2,324;2,044;3,026;0,058;0,072;0,086;0,065;0,046;0,016;15,000;13,000;12,000;13,000;17,000;55,000;15,000;13,000;12,000;13,000;17,000;55,000;1,000;1,000;1,000;1,140;1,000;1,455;0,000;0,000;0,000;0,000;0,000;0,000;195,000
69-European-Conference-on-Software-Architecture;AB;34,000;27,000;39,000;43,000;24,000;33,400;101,000;71,000;113,000;121,000;71,000;95,400;3,147;2,852;3,128;2,907;3,000;3,007;1,059;1,084;1,080;1,033;1,014;1,054;74,257;73,239;81,416;95,041;80,989;12,871;16,901;13,274;4,959;12,001;47,059;37,037;64,103;88,372;59,143;11,765;7,407;5,128;2,326;6,656;2,574;2,225;2,903;2,711;2,620;2,983;0,026;0,032;0,026;0,023;0,037;0,007;29,000;22,000;31,000;40,000;23,000;100,000;29,000;22,000;31,000;40,000;23,000;97,000;1,198;1,333;1,264;1,024;1,041;2,471;0,000;0,000;0,000;0,000;0,000;0,988;405,000
70-IEEE-Symposium-on-Field-Programmable-Custom-Computing-Machines;AB;22,000;19,000;22,000;21,000;22,000;21,200;78,000;67,000;99,000;84,000;70,000;79,600;3,864;3,789;4,636;4,143;3,227;3,932;1,090;1,075;1,030;1,036;1,014;1,049;78,205;76,119;84,848;89,286;82,115;6,410;13,433;9,091;10,714;9,912;54,545;31,579;59,091;66,667;52,970;9,091;5,263;0,000;0,000;3,589;4,846;3,881;4,646;4,071;2,743;4,610;0,063;0,059;0,047;0,049;0,040;0,014;18,000;15,000;19,000;18,000;21,000;55,000;17,000;14,000;19,000;18,000;21,000;53,000;1,488;1,343;1,087;1,109;1,094;2,142;0,000;0,000;0,000;0,000;0,000;0,587;341,000
81-International-Conference-on-Principles-and-Practice-of-Constraint-Programming;AB;67,000;60,000;68,000;59,000;48,000;60,400;163,000;161,000;172,000;142,000;124,000;152,400;3,030;3,150;2,956;2,915;2,917;2,994;1,245;1,174;1,169;1,211;1,129;1,186;55,215;52,174;63,953;80,282;62,906;24,540;34,161;25,000;19,718;25,855;22,388;20,000;32,353;55,932;32,668;20,896;25,000;19,118;15,254;20,067;2,945;2,994;2,849;2,746;2,806;3,617;0,018;0,019;0,017;0,019;0,023;0,007;43,000;39,000;44,000;40,000;36,000;82,000;42,000;38,000;44,000;39,000;36,000;74,000;1,638;1,840;1,636;1,935;1,420;6,252;0,613;0,621;0,581;0,000;0,000;5,364;522,000
86-International-Conference-on-Virtual-Execution-Environments;AB;18,000;18,000;20,000;20,000;14,000;18,000;66,000;65,000;83,000;68,000;62,000;68,800;4,111;3,778;4,350;3,550;4,500;4,058;1,121;1,046;1,048;1,044;1,016;1,055;75,758;92,308;87,952;100,000;89,004;9,091;1,538;7,229;0,000;4,465;55,556;72,222;65,000;100,000;73,194;0,000;0,000;10,000;0,000;2,500;3,848;3,877;4,145;3,412;4,419;4,198;0,059;0,061;0,051;0,051;0,072;0,013;16,000;16,000;17,000;18,000;13,000;61,000;16,000;16,000;17,000;18,000;13,000;61,000;1,023;1,031;1,181;1,072;1,105;1,399;0,000;0,000;0,000;0,000;0,000;0,000;313,000
92-International-Symposium-on-Empirical-Software-Engineering-and-Measurement;AB;38,000;34,000;25,000;42,000;50,000;37,800;127,000;122,000;81,000;128,000;131,000;117,800;3,553;3,853;3,440;3,238;2,940;3,405;1,063;1,074;1,062;1,063;1,122;1,077;66,929;77,049;76,543;85,938;76,615;20,472;7,377;13,580;14,063;13,873;36,842;47,059;44,000;66,667;48,642;15,789;0,000;16,000;2,381;8,543;3,181;3,672;2,840;2,969;2,870;3,593;0,025;0,030;0,035;0,023;0,022;0,007;32,000;26,000;21,000;36,000;36,000;87,000;32,000;26,000;21,000;36,000;36,000;86,000;1,129;1,266;1,212;1,191;1,531;2,097;0,000;0,000;0,000;0,000;0,000;1,660;482,000
94-European-Symposium-on-Programming;AB;29,000;30,000;29,000;25,000;31,000;28,800;87,000;82,000;80,000;62,000;84,000;79,000;3,034;3,000;2,931;2,560;2,710;2,847;1,012;1,098;1,063;1,032;1,000;1,041;78,161;69,512;87,500;96,774;82,987;6,897;17,073;7,500;3,226;8,674;48,276;46,667;65,517;92,000;63,115;6,897;20,000;3,448;4,000;8,586;2,414;2,537;2,600;2,065;2,310;2,673;0,028;0,031;0,033;0,034;0,028;0,008;28,000;24,000;26,000;23,000;31,000;91,000;28,000;24,000;25,000;23,000;31,000;90,000;1,028;1,302;1,465;1,158;1,000;2,367;0,000;0,000;0,000;0,000;0,000;0,000;339,000
95-ACM-IFIP-USENIX-International-Middleware-Conference;AB;27,000;25,000;24,000;25,000;19,000;24,000;95,000;92,000;79,000;101,000;80,000;89,400;3,741;3,880;3,333;4,280;4,579;3,963;1,063;1,054;1,013;1,059;1,087;1,055;85,263;81,522;87,342;85,149;84,819;8,421;7,609;11,392;14,851;10,568;55,556;56,000;75,000;76,000;65,639;0,000;8,000;4,167;0,000;3,042;3,221;4,065;2,785;4,198;4,175;4,020;0,034;0,045;0,036;0,042;0,053;0,010;22,000;22,000;23,000;20,000;17,000;71,000;22,000;22,000;23,000;20,000;17,000;71,000;1,207;1,074;1,052;1,203;1,056;1,848;0,000;0,000;0,000;0,000;0,000;1,023;391,000
98-Tools-and-Algorithms-for-Construction-and-Analysis-of-Systems;AB;44,000;43,000;37,000;28,000;32,000;36,800;132,000;139,000;141,000;90,000;95,000;119,400;3,136;3,302;3,811;3,214;3,156;3,324;1,046;1,022;1,000;1,000;1,063;1,026;76,515;76,978;87,943;88,889;82,581;15,909;13,669;9,929;11,111;12,655;50,000;60,465;70,270;82,143;65,720;11,364;11,628;2,703;0,000;6,424;2,985;2,820;5,631;2,511;2,779;3,870;0,023;0,020;0,040;0,028;0,030;0,008;39,000;41,000;37,000;28,000;27,000;116,000;39,000;41,000;37,000;28,000;27,000;116,000;1,179;1,090;1,000;1,000;1,302;1,894;0,000;0,000;0,000;0,000;0,000;0,789;507,000
99-Foundations-of-Software-Science-and-Computational-Structures;AB;29,000;28,000;31,000;31,000;25,000;28,800;69,000;61,000;83,000;64,000;64,000;68,200;2,621;2,286;2,903;2,097;2,560;2,493;1,101;1,049;1,084;1,016;1,000;1,050;65,217;77,049;84,337;90,625;79,307;8,696;8,197;6,024;9,375;8,073;48,276;57,143;77,419;87,097;67,484;13,793;14,286;3,226;3,226;8,633;2,464;1,738;2,482;1,594;1,875;2,373;0,036;0,029;0,030;0,025;0,030;0,008;24,000;25,000;27,000;30,000;25,000;90,000;24,000;25,000;27,000;30,000;25,000;88,000;1,220;1,102;1,202;1,019;1,000;3,424;0,000;0,000;0,000;0,000;0,000;0,352;284,000
100-International-Conference-on-network-and-System-Security;B;47,000;71,000;39,000;56,000;88,000;60,200;157,000;222,000;103,000;156,000;233,000;174,200;3,660;3,408;2,923;2,893;2,954;3,168;1,095;1,090;1,107;1,038;1,116;1,089;75,796;87,387;92,233;92,308;86,931;15,924;7,207;3,883;7,692;8,677;38,298;74,648;84,615;89,286;71,712;2,128;2,817;5,128;1,786;2,965;3,299;3,081;2,311;2,308;2,627;2,961;0,021;0,014;0,023;0,015;0,011;0,004;36,000;56,000;34,000;51,000;68,000;196,000;36,000;56,000;34,000;51,000;68,000;196,000;1,264;1,430;1,156;1,095;1,249;2,199;0,000;0,450;0,000;0,000;0,429;0,637;785,000
102-ACM-Symposium-on-Information-Computer-and-Communications-Security;B;50,000;60,000;61,000;31,000;32,000;46,800;183,000;199,000;178,000;105,000;107,000;154,400;3,780;3,633;3,246;3,548;3,500;3,542;1,033;1,095;1,112;1,048;1,047;1,067;74,317;80,905;85,955;90,476;82,913;13,115;13,065;6,180;9,524;10,471;38,000;51,667;59,016;77,419;56,526;2,000;1,667;1,639;3,226;2,133;3,464;3,548;3,112;3,048;3,533;3,828;0,019;0,018;0,018;0,029;0,033;0,006;45,000;46,000;47,000;27,000;29,000;118,000;45,000;46,000;46,000;27,000;29,000;114,000;1,092;1,460;1,981;1,192;1,074;3,999;0,000;0,000;0,562;0,000;0,000;1,074;652,000
16-International-Conference-on-Software-Engineering-and-Knowledge-Engineering;B;103,000;107,000;105,000;109,000;105,000;105,800;322,000;325,000;336,000;325,000;306,000;322,800;3,437;3,365;3,409;3,413;3,076;3,340;1,099;1,108;1,066;1,145;1,056;1,095;70,497;71,077;72,917;87,692;75,546;17,702;18,769;22,024;12,308;17,701;37,864;44,860;48,571;63,303;48,650;10,680;11,215;9,524;3,670;8,772;3,043;3,034;3,155;3,237;2,641;3,437;0,009;0,009;0,009;0,010;0,009;0,003;79,000;86,000;88,000;83,000;92,000;260,000;79,000;86,000;88,000;83,000;92,000;258,000;1,245;1,182;1,321;1,234;1,132;2,127;0,000;0,000;0,000;0,000;0,000;2,318;1294,000
17-International-Conference-on-Software-Language-Engineering;B;19,000;20,000;21,000;21,000;24,000;21,000;60,000;78,000;75,000;49,000;63,000;65,000;3,474;4,250;3,619;2,667;3,000;3,402;1,100;1,090;1,013;1,143;1,143;1,098;71,667;67,949;84,000;85,714;77,332;11,667;23,077;9,333;14,286;14,591;21,053;40,000;71,429;76,190;52,168;5,263;15,000;9,524;4,762;8,637;3,267;8,128;3,493;2,327;2,730;4,985;0,055;0,106;0,047;0,048;0,044;0,019;15,000;17,000;20,000;16,000;17,000;50,000;15,000;16,000;20,000;16,000;17,000;46,000;1,216;1,222;1,008;1,186;1,345;2,056;0,000;0,000;0,000;0,000;0,000;1,894;264,000
2-International-Conference-on-Software-Composition;B;86,000;96,000;77,000;56,000;67,000;76,400;481,000;464,000;352,000;268,000;364,000;385,800;6,116;5,167;5,104;4,982;5,716;5,417;1,094;1,069;1,117;1,041;1,052;1,074;70,270;78,233;81,250;93,657;80,852;16,216;12,500;12,784;6,343;11,961;25,581;36,458;49,351;73,214;46,151;9,302;3,125;3,896;0,000;4,081;12,857;6,017;5,955;5,851;38,984;16,323;0,027;0,013;0,017;0,022;0,107;0,010;60,000;75,000;53,000;50,000;51,000;140,000;58,000;75,000;52,000;50,000;50,000;124,000;1,907;1,689;2,128;1,133;2,136;6,620;0,208;0,000;0,000;0,000;0,000;1,436;1602,000
